,<bytes_Nigga_Deep>,<traf_Nigga_Deep>,bratio_Brotha_Lynch_Hung,bratio_Dead_4_Life,bratio_If_These_Walls_Could_Talk_(album),bratio_Loaded_(Brotha_Lynch_Hung_album),bratio_Sicx,traf_Brotha_Lynch_Hung,traf_Dead_4_Life,traf_If_These_Walls_Could_Talk_(album),traf_Loaded_(Brotha_Lynch_Hung_album),traf_Sicx
2008/10/12/20,37906,4,6.634991821875165,0.18909935102622277,0.1923178388645597,0.17023690180973988,1.5629979422782674,34,1,1,1,9
2008/10/12/22,13130,2,18.84219345011424,0.545925361766946,1.1273419649657273,1.4945163747143946,2.6146230007616147,52,1,2,3,6
2008/10/12/23,13598,3,14.730401529636712,0.5615531695837623,1.6977496690689808,1.9520517723194588,3.352993087218709,36,2,5,5,13
2008/10/13/00,13130,2,18.63061690784463,0.545925361766946,0.555978674790556,1.8684691546077685,2.0472201066260474,39,1,1,2,7
2008/10/13/07,31523,3,3.8032230434920535,0.22738952510865082,0.23157694381879898,0.4094787932620626,0.7902801129334137,16,1,1,2,3
2008/10/13/17,56647,6,10.830547072219183,0.7155012622027644,0.7634649672533409,0.9802284322205942,2.045721750489876,43,2,2,5,6
2008/10/13/20,7501,3,39.43340887881616,1.0189308092254366,0.9732035728569524,1.7830955872550327,5.506199173443541,35,2,1,3,3
2008/10/13/21,13593,3,14.29220922533657,0.5279923490031634,0.5359376149488707,0.4748032075332892,3.10262635179872,31,1,1,1,6
2008/10/13/22,468,1,587.3461538461538,16.331196581196583,15.598290598290598,27.585470085470085,37.88461538461539,36,2,1,2,4
2008/10/13/23,19695,3,14.323940086316323,0.36445798425996445,0.37034780401117035,0.32774815943132773,4.718659558263519,24,1,1,1,12
2008/10/14/01,13161,2,13.844768634602234,0.5477547298837474,1.111769622369121,0.9809285008737938,6.29997720537953,24,1,2,2,8
2008/10/14/14,20347,4,4.3393129208237085,0.7147982503563178,0.7277239887944169,0.3172457856195016,0.8953162628397306,24,2,2,1,5
2008/10/14/15,6565,1,17.135872048743337,1.0933739527798934,2.3876618431073875,1.1748667174409748,5.05072353389185,17,1,4,3,4
2008/10/15/06,25255,3,23.275945357354978,0.8026133438922985,1.7127697485646407,0.9718075628588398,5.540566224509998,40,1,2,2,9
2008/10/15/12,7483,2,8.616063076306295,1.0824535614058532,1.098089001737271,0.8626219430709609,1.225310704262996,8,2,2,1,2
2008/10/15/20,19879,3,18.91986518436541,0.4081191206801147,0.41314955480657983,2.6306152220936667,2.6103425725640124,46,3,3,9,10
2008/10/15/21,6565,1,46.37958872810358,1.0935262757044935,2.222086824067022,0.9832444782939832,21.38324447829398,42,1,2,1,16
2008/10/16/03,13314,2,18.843172600270393,0.539206849932402,0.5638425717290071,0.9696560012017426,1.9103199639477242,35,1,1,2,4
2008/10/16/17,14308,3,18.13957226726307,0.5366228683254124,1.6941571149007548,0.4511462119094213,5.744828068213587,30,1,7,1,10
2008/10/17/02,6565,1,48.50479817212491,1.0693069306930694,1.1823305407463824,3.738613861386139,8.313937547600913,33,1,2,2,7
2008/10/17/10,6745,1,14.350185322461082,3.003261675315048,1.0815418828762047,1.9682727946627132,3.881393624907339,18,1,1,2,8
2008/10/17/21,19695,3,22.14866717440975,0.7128712871287128,0.37044935262757045,0.6792586951002793,2.4747397816704746,49,2,1,3,10
2008/10/18/01,6565,1,30.927494287890326,1.0694592536176695,1.1113480578827113,0.9832444782939832,5.97014470677837,26,1,1,1,3
2008/10/18/21,21279,6,12.871563513322995,1.055547723107289,0.6963673104939142,0.6286949574698059,2.210724188166737,46,4,2,3,6
2008/10/19/00,19695,3,12.822442244224423,0.36633663366336633,0.37187103325717186,0.982990606752983,5.70997715156131,33,1,1,3,17
2008/10/19/04,20631,5,6.3055595947845475,0.3499587998642819,0.35499975764626046,1.3195676409286996,0.7574039067422811,20,1,1,7,2
2008/10/19/05,13598,3,15.39116046477423,0.5996470069127813,0.5386086189145463,1.4315340491248714,3.28585086042065,40,3,1,3,17
2008/10/19/21,20814,5,6.9420101854521,0.36931872777937924,0.3518785432881714,0.6291918900739887,3.04530604400884,32,2,1,2,7
2008/10/20/07,14066,4,9.185909284800227,1.06000284373667,1.0415185553817716,0.458908005118726,9.065903597326887,15,3,2,1,18
2008/10/20/09,6565,1,14.98065498857578,2.293221629855293,1.1157654226961158,0.9832444782939832,9.741355674028942,22,3,1,1,6
2008/10/20/16,20418,4,8.687432657459105,1.0838965618571847,0.35875208149671856,0.6440395729258498,3.16686257224018,20,4,1,2,10
2008/10/20/17,13303,2,11.098624370442757,1.6284296775163496,1.1012553559347515,2.3672855746824024,1.8493572878298128,14,3,2,3,5
2008/10/20/23,14224,3,7.269263217097863,0.5217941507311586,1.0449240719910011,0.4740579302587177,2.220613048368954,17,1,2,1,4
2008/10/21/02,13306,2,12.581842777694273,0.5426875093942582,0.5505035322410943,0.4903802795731249,1.7680745528333084,21,1,1,1,3
2008/10/21/04,13336,2,27.162117576484704,0.5414667066586683,1.133623275344931,2.4525344931013797,3.2209058188362327,53,1,3,5,13
2008/10/21/05,24226,2,14.10744654503426,0.2980681911995377,0.3023610996450095,0.538677453975068,3.620903161892182,36,1,1,2,12
2008/10/22/21,13302,2,37.62531950082694,1.0851751616298302,0.550744248985115,2.943241617801834,7.082017741692979,66,2,1,6,8
2008/10/22/22,13484,2,23.01742806288935,1.617027588252744,1.100192821121329,1.4519430436072382,4.1509196084247995,51,3,2,3,9
2008/10/23/14,33443,5,2.78494752265048,0.4358460664414078,0.2190891965433723,0.8379331997727476,0.98110217384804,14,2,1,7,5
2008/10/23/16,32847,5,4.46646573507474,0.2197460955338387,0.22306451121868054,0.19867872256218225,1.4326422504338296,19,1,1,1,6
2008/10/23/19,19956,3,11.712467428342354,0.3617458408498697,0.3671577470434957,0.6540388855482061,2.3605933052715975,34,1,1,2,4
2008/10/23/20,26788,4,10.149880543526953,1.402269672987905,0.8656114678214126,1.249216066895625,1.878826340152307,44,7,5,6,12
2008/10/23/21,6652,1,49.320505111244735,2.1704750450992183,1.101473241130487,1.9621166566446182,7.517739025856885,43,2,1,2,12
2008/10/23/23,6652,1,39.44016837041491,5.496241731809982,1.1294347564642213,1.0303668069753458,11.98752254960914,33,6,1,2,10
2008/10/24/00,18622,1,19.227150681989045,1.4924820105251853,1.566749006551391,0.37557727419181614,7.649500590699173,41,2,2,2,12
2008/10/24/01,7588,3,35.6103057459146,2.977200843437006,1.9312071692145494,1.353452820242488,5.475751186083289,72,5,2,9,10
2008/10/24/02,20139,3,8.383087541585978,0.3584587119519341,0.7368786930830726,0.9953820944436169,1.9538705993346244,22,1,2,4,5
2008/10/24/04,19956,3,11.910352776107436,1.391912206855081,1.101473241130487,0.6540388855482061,2.451894167167769,40,2,3,2,10
2008/10/24/12,6652,1,21.39957907396272,1.107486470234516,3.284576067348166,0.9810583283223091,2.3794347564642213,23,1,1,1,2
2008/10/24/13,6835,1,14.034089246525237,1.0778346744696417,1.0991953182150696,2.918800292611558,1.1682516459400147,14,1,1,3,1
2008/10/24/16,13304,2,20.287056524353577,1.0844107035478052,1.101473241130487,0.49052916416115455,4.246467227901383,41,2,2,1,10
2008/10/24/21,6649,1,46.03609565348172,2.166040006015942,2.2015340652729734,2.9445029327718455,11.781320499323206,35,2,2,3,10
2008/10/25/01,13485,2,22.89358546533185,1.0807563959955506,1.100333704115684,1.0373007044864664,5.946829810901001,53,2,2,4,9
2008/10/25/03,7570,2,17.462351387054163,2.7165125495376485,0.9669749009247027,0.8601056803170409,5.179656538969617,22,1,1,1,5
2008/10/25/04,6650,1,32.78225563909774,1.0837593984962406,1.1015037593984962,3.0789473684210527,8.605864661654135,36,1,1,4,12
2008/10/25/06,13767,3,14.386213408876298,0.523498220382073,0.5320694414178834,1.8486961574780272,2.848115057746786,27,1,1,4,5
2008/10/25/15,13789,3,4.825875698020161,0.5565305678439336,0.5312205381100877,0.47327579955036625,1.2158967292769598,11,2,1,1,4
2008/10/26/21,6662,1,30.629840888622034,2.2277093965776045,2.203842689882918,1.9936955869108375,6.243620534374062,30,2,2,2,10
2008/10/26/22,6662,1,20.9495646952867,1.1005703992794957,1.1026718703092164,1.9870909636745722,4.854398078655058,18,1,1,2,6
2008/10/27/03,6657,1,26.168995042812078,1.1015472435030795,1.103650292924741,4.901607330629413,2.4993240198287516,19,1,1,5,4
2008/10/27/18,6662,1,49.81822275592915,1.172020414290003,1.102821975382768,2.938757129990994,7.0909636745722,35,1,1,3,6
2008/10/27/20,20166,3,19.01829812555787,0.7356441535257364,1.1012099573539622,0.9940493900624814,2.0177030645641176,33,2,3,4,7
2008/10/27/21,46063,5,6.099971777782602,0.16323296354992076,0.47849684128259123,0.7153680828430627,1.1989015044612812,34,1,3,5,7
2008/10/27/22,13324,2,15.5832332632843,0.5640948664064845,0.551410987691384,0.48979285499849895,2.3670069048333833,37,1,1,1,4
2008/10/28/03,468,1,493.35470085470087,31.28205128205128,31.4017094017094,32.888888888888886,120.42948717948718,48,2,2,7,10
2008/10/28/04,7130,2,38.10631136044881,2.053295932678822,2.1267882187938287,1.8305750350631136,11.510098176718092,41,2,3,2,15
2008/10/28/09,6662,1,17.23011107775443,1.0987691383968778,1.1029720804563194,0.9795857099969979,5.346142299609727,23,1,1,1,13
2008/10/28/18,13324,2,18.239867907535274,1.0987691383968778,1.7019663764635244,0.9795857099969979,1.8164214950465325,35,2,4,2,4
2008/10/28/21,20166,3,19.859466428642268,1.1244173361102847,0.3724090052563721,1.2610334225924824,3.1807497768521276,51,4,1,2,10
2008/10/28/23,13507,2,26.460205819204855,0.5944325164729399,0.5440142148515584,1.9468423780262087,5.888650329458799,33,2,1,4,9
2008/10/29/04,6662,1,25.939807865505855,1.0989192434704294,3.329180426298409,0.9869408586010208,8.29495646952867,23,1,3,1,5
2008/10/29/11,6842,1,7.914790996784566,1.098947676118094,1.0732242034492838,0.9877228880444314,5.78178895059924,6,1,1,1,3
2008/10/29/14,6662,1,31.29585709996998,1.0989192434704294,1.1029720804563194,2.0018012608826177,3.625487841489042,22,1,1,2,4
2008/10/29/16,39265,4,8.566458678212149,0.7533936075385204,0.7788615815611868,0.5070928307653126,1.2347128485928944,39,3,3,3,6
2008/10/29/18,20347,3,13.785029734113136,1.4836585245982208,0.7384872462770924,0.9923821693615766,1.5631788470044723,31,5,2,4,4
2008/10/29/20,6662,1,58.69873911738217,1.128189732812969,1.102221555088562,1.9738817172020415,11.01921344941459,37,1,1,2,7
2008/10/29/22,20346,3,25.011304433303845,0.36955666961564926,0.7304138405583407,1.611520692027917,4.831858842032832,39,1,2,3,9
2008/10/30/15,39074,4,6.798766443159134,0.7454317448943031,0.771433689921687,0.5089829554179249,1.3900547678763373,35,2,2,3,5
2008/10/30/16,13504,2,23.254591232227487,3.305316943127962,2.233116113744076,1.460530213270142,12.105079976303317,39,5,2,3,13
2008/10/31/01,20634,4,20.451536299311815,1.4565765241833866,0.7284578850441019,1.2747891829020064,3.2080546670543764,58,4,2,4,15
2008/10/31/02,6662,1,36.66301410987691,2.255478835184629,1.1289402581807264,1.973431401981387,7.128339837886521,35,2,1,2,7
2008/10/31/04,6662,1,30.58480936655659,2.3255779045331733,2.257880516361453,0.9870909636745722,5.848093665565896,26,3,2,1,6
2008/10/31/07,25575,2,16.892746823069405,0.8457086999022483,1.4728836754643206,1.012590420332356,4.202072336265885,25,1,3,2,8
2008/10/31/17,6842,1,17.565770242619116,2.1951183864367145,1.0980707395498392,0.9883075124232681,3.686787489038293,14,2,1,1,6
